company_short,company,ticker,cik,accession,filing_date,period_end,fiscal_year,ai_centrality,ai_stack_role,ai_infra_subsplit,sic,sic_description,revenue_usd,revenue_tag,assets_usd,n_ai_sentences,n_other_sentences,ai_tone,other_tone,within_doc_distance,tone_flag,item1a_words,n_subsections,n_ai_subsections,ai_subsection_words,ai_word_share_subsection,ai_sentence_words,ai_word_share_sentences,ai_pos_first,ai_pos_first_norm,ai_pos_mean_norm,ai_pos_spread_norm,ai_content_concentrated,position_flag,ai_match_terms,ai_match_automat_only,specificity_numeric_per_100w,item1a_specificity_numeric_per_100w,yoy_tfidf_cosine,yoy_shingle_jaccard,yoy_prior_year,heading_method,n_headings_found,item1a_words_raw,page_noise_words_removed,url
NVIDIA,NVIDIA CORP,NVDA,1045810,0001045810-25-000023,2025-02-26,2025-01-26,2025,AI-core,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,130497000000,Revenues,111601000000,49,455,-0.3672,-0.417,0.0498,,18018,55,9,10195,0.56582,1580,0.08769,14,0.2545,0.4444,0.4364,no,,ai|artificial intelligence|automated|generative ai|large language models|llms|machine learning,,0.392,1.127,0.9901,0.6371,2024,html_emphasis,55,18089,71,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm
NVIDIA,NVIDIA CORP,NVDA,1045810,0001045810-26-000021,2026-02-25,2026-01-25,2026,AI-core,AI Infrastructure,Semiconductor/Hardware,3674,Semiconductors & Related Devices,215938000000,Revenues,206803000000,44,481,-0.3908,-0.4047,0.0139,,18541,55,9,10486,0.56556,1392,0.07508,13,0.2364,0.4323,0.4545,no,,ai|artificial intelligence|automated|generative ai|large language models|llms|machine learning,,0.42,1.073,0.9917,0.7045,2025,html_emphasis,55,18615,74,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm
Oracle,ORACLE CORP,ORCL,1341439,0001193125-16-628942,2016-06-22,2016-05-31,2016,AI-core,,,7372,Services-Prepackaged Software,37047000000,Revenues,112180000000,1,304,-0.9141,-0.3154,-0.5986,LOW_SENTENCE_COUNT,11852,51,1,100,0.00844,29,0.00245,28,0.549,0.549,0.0,yes,,automated,yes,0.0,1.974,,,,html_emphasis,51,11912,60,https://www.sec.gov/Archives/edgar/data/1341439/000119312516628942/d203801d10k.htm
Oracle,ORACLE CORP,ORCL,1341439,0001193125-17-214833,2017-06-27,2017-05-31,2017,AI-core,,,7372,Services-Prepackaged Software,37792000000,RevenueFromContractWithCustomerExcludingAssessedTax,134991000000,1,309,-0.9141,-0.3066,-0.6075,LOW_SENTENCE_COUNT,12175,47,1,113,0.00928,29,0.00238,26,0.5532,0.5532,0.0,yes,,automated,yes,0.0,2.07,0.9388,0.7521,2016,html_emphasis,47,12235,60,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/d385998d10k.htm
Oracle,ORACLE CORP,ORCL,1341439,0001193125-18-201034,2018-06-22,2018-05-31,2018,AI-core,,,7372,Services-Prepackaged Software,39383000000,RevenueFromContractWithCustomerExcludingAssessedTax,137264000000,2,337,-0.039,-0.3172,0.2782,LOW_SENTENCE_COUNT,13077,51,2,541,0.04137,94,0.00719,3,0.0588,0.3137,0.5098,no,,automated|automation|machine learning,,0.37,1.973,0.6027,0.1588,2017,html_emphasis,51,13143,66,https://www.sec.gov/Archives/edgar/data/1341439/000119312518201034/d568983d10k.htm
Oracle,ORACLE CORP,ORCL,1341439,0001564590-19-023119,2019-06-21,2019-05-31,2019,AI-core,,,7372,Services-Prepackaged Software,39506000000,RevenueFromContractWithCustomerExcludingAssessedTax,108709000000,2,322,-0.0299,-0.3121,0.2821,LOW_SENTENCE_COUNT,12371,54,2,577,0.04664,95,0.00768,4,0.0741,0.3333,0.5185,no,,artificial intelligence|automated|automation|machine learning,,0.173,2.134,0.9877,0.801,2018,html_emphasis,54,12440,69,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
Oracle,ORACLE CORP,ORCL,1341439,0001564590-20-030125,2020-06-22,2020-05-31,2020,AI-core,,,7372,Services-Prepackaged Software,39068000000,RevenueFromContractWithCustomerExcludingAssessedTax,115438000000,1,339,-0.8759,-0.316,-0.56,LOW_SENTENCE_COUNT,12981,55,2,511,0.03937,35,0.0027,4,0.0727,0.3455,0.5455,no,,artificial intelligence|automated|machine learning,,0.0,2.003,0.9349,0.7912,2019,html_emphasis,55,13052,71,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
Oracle,ORACLE CORP,ORCL,1341439,0001564590-21-033616,2021-06-21,2021-05-31,2021,AI-core,,,7372,Services-Prepackaged Software,40479000000,RevenueFromContractWithCustomerExcludingAssessedTax,131107000000,1,300,-0.8759,-0.3538,-0.5221,LOW_SENTENCE_COUNT,11204,50,2,721,0.06435,35,0.00312,5,0.1,0.49,0.78,no,,artificial intelligence|automated|machine learning,,0.832,1.187,0.9002,0.6589,2020,html_emphasis,50,11269,65,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/orcl-10k_20210531.htm
Oracle,ORACLE CORP,ORCL,1341439,0001564590-22-023675,2022-06-21,2022-05-31,2022,AI-core,,,7372,Services-Prepackaged Software,42440000000,RevenueFromContractWithCustomerExcludingAssessedTax,109297000000,1,309,-0.8778,-0.3526,-0.5252,LOW_SENTENCE_COUNT,11688,53,2,822,0.07033,35,0.00299,4,0.0755,0.4811,0.8113,no,,artificial intelligence|automated|machine learning,,0.973,1.198,0.9617,0.8221,2021,html_emphasis,53,11753,65,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
Oracle,ORACLE CORP,ORCL,1341439,0000950170-23-028914,2023-06-20,2023-05-31,2023,AI-core,,,7372,Services-Prepackaged Software,49954000000,RevenueFromContractWithCustomerExcludingAssessedTax,134384000000,1,307,-0.8868,-0.3466,-0.5402,LOW_SENTENCE_COUNT,11669,43,2,837,0.07173,34,0.00291,3,0.0698,0.4535,0.7674,no,,ai|automated|machine learning,,1.434,1.157,0.9177,0.5928,2022,html_emphasis,43,11723,54,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm
Oracle,ORACLE CORP,ORCL,1341439,0000950170-24-075605,2024-06-20,2024-05-31,2024,AI-core,,,7372,Services-Prepackaged Software,52961000000,RevenueFromContractWithCustomerExcludingAssessedTax,140976000000,5,343,-0.331,-0.3132,-0.0178,,13355,47,5,2070,0.155,152,0.01138,4,0.0851,0.4809,0.7234,no,,ai|automated|automatically|generative ai|machine learning,,0.242,0.943,0.7235,0.0667,2023,html_emphasis,47,13415,60,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm
Oracle,ORACLE CORP,ORCL,1341439,0000950170-25-087926,2025-06-18,2025-05-31,2025,AI-core,,,7372,Services-Prepackaged Software,57399000000,RevenueFromContractWithCustomerExcludingAssessedTax,168361000000,10,342,-0.2005,-0.3202,0.1197,,13512,48,8,3025,0.22388,305,0.02257,4,0.0833,0.4687,0.7292,no,,ai|automated|automatically|generative ai|llms|machine learning,,0.132,0.91,0.9574,0.5403,2024,html_emphasis,48,13572,60,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Oracle,ORACLE CORP,ORCL,1341439,0001193125-26-277521,2026-06-22,2026-05-31,2026,AI-core,,,7372,Services-Prepackaged Software,67357000000,RevenueFromContractWithCustomerExcludingAssessedTax,261759000000,25,426,-0.2892,-0.3722,0.0829,,16782,83,12,7138,0.42534,763,0.04547,4,0.0482,0.6315,0.9157,no,,ai|automated|automatically|generative ai|llms|machine learning,,0.336,0.572,0.9457,0.3763,2025,html_emphasis,83,16854,72,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-18-000061,2018-02-09,2017-12-31,2017,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",6063000000,RevenueFromContractWithCustomerExcludingAssessedTax,9425000000,0,268,,-0.2748,,LOW_SENTENCE_COUNT,9597,41,0,0,0.0,0,0.0,,,,,,,,,,2.928,,,,html_emphasis,41,9659,62,https://www.sec.gov/Archives/edgar/data/64040/000006404018000061/spgi-20171231x10k.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-19-000059,2019-02-13,2018-12-31,2018,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",6258000000,RevenueFromContractWithCustomerExcludingAssessedTax,9458000000,0,297,,-0.2872,,LOW_SENTENCE_COUNT,10491,39,0,0,0.0,0,0.0,,,,,,,,,,2.526,,,,html_emphasis,39,10556,65,https://www.sec.gov/Archives/edgar/data/64040/000006404019000059/spgi-20181231x10k.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-20-000055,2020-02-10,2019-12-31,2019,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",6699000000,RevenueFromContractWithCustomerExcludingAssessedTax,11348000000,0,311,,-0.2929,,LOW_SENTENCE_COUNT,10952,42,0,0,0.0,0,0.0,,,,,,,,,,2.529,,,,html_emphasis,42,11020,68,https://www.sec.gov/Archives/edgar/data/64040/000006404020000055/spgi-20191231x10k.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-21-000063,2021-02-09,2020-12-31,2020,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",7442000000,RevenueFromContractWithCustomerExcludingAssessedTax,12537000000,0,374,,-0.3085,,LOW_SENTENCE_COUNT,14032,52,0,0,0.0,0,0.0,,,,,,,,,,2.323,,,,html_emphasis,52,14109,77,https://www.sec.gov/Archives/edgar/data/64040/000006404021000063/spgi-20201231.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-22-000055,2022-02-08,2021-12-31,2021,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",8297000000,RevenueFromContractWithCustomerExcludingAssessedTax,15026000000,0,368,,-0.3075,,LOW_SENTENCE_COUNT,13783,49,0,0,0.0,0,0.0,,,,,,,,,,1.393,,,,html_emphasis,49,13851,68,https://www.sec.gov/Archives/edgar/data/64040/000006404022000055/spgi-20211231.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-23-000058,2023-02-10,2022-12-31,2022,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",11181000000,RevenueFromContractWithCustomerExcludingAssessedTax,61784000000,9,358,-0.4244,-0.3289,-0.0955,,14207,50,2,705,0.04962,275,0.01936,5,0.1,0.12,0.04,yes,,ai|artificial intelligence|automated|machine learning,,0.0,1.38,,,,html_emphasis,50,14281,74,https://www.sec.gov/Archives/edgar/data/64040/000006404023000058/spgi-20221231.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-24-000071,2024-02-09,2023-12-31,2023,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",12497000000,RevenueFromContractWithCustomerExcludingAssessedTax,60589000000,20,370,-0.2066,-0.2782,0.0716,,14705,53,8,2232,0.15179,567,0.03856,4,0.0755,0.1863,0.3396,no,,ai|artificial intelligence|automated,,0.0,1.102,0.8257,0.1816,2022,html_emphasis,53,14784,79,https://www.sec.gov/Archives/edgar/data/64040/000006404024000071/spgi-20231231.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-25-000052,2025-02-11,2024-12-31,2024,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",14208000000,RevenueFromContractWithCustomerExcludingAssessedTax,60221000000,20,364,-0.1765,-0.2949,0.1184,,15526,54,12,3584,0.23084,565,0.03639,2,0.037,0.1682,0.4074,no,,ai|artificial intelligence|automated,,0.0,1.365,0.9574,0.5204,2023,html_emphasis,54,15608,82,https://www.sec.gov/Archives/edgar/data/64040/000006404025000052/spgi-20241231.htm
S&PGlobal,S&P Global Inc.,SPGI,64040,0000064040-26-000013,2026-02-11,2025-12-31,2025,,AI Power Adopters,,7320,"Services-Consumer Credit Reporting, Collection Agencies",15336000000,RevenueFromContractWithCustomerExcludingAssessedTax,61200000000,29,423,-0.2434,-0.2982,0.0547,,17795,53,3,2901,0.16302,844,0.04743,2,0.0377,0.0881,0.0943,yes,,ai|artificial intelligence|automated,,0.0,1.006,0.9493,0.4046,2024,html_emphasis,53,17883,88,https://www.sec.gov/Archives/edgar/data/64040/000006404026000013/spgi-20251231.htm
Salesforce,"Salesforce, Inc.",CRM,1108524,0001108524-24-000005,2024-03-06,2024-01-31,2024,AI-core,,,7372,Services-Prepackaged Software,34857000000,RevenueFromContractWithCustomerExcludingAssessedTax,99823000000,24,551,-0.1697,-0.3132,0.1435,,22353,69,10,6478,0.2898,735,0.03288,3,0.0435,0.2667,0.4203,no,,ai|automate|automated|generative ai|large language models|machine learning,,0.232,0.846,,,,html_emphasis,69,22444,91,https://www.sec.gov/Archives/edgar/data/1108524/000110852424000005/crm-20240131.htm
Salesforce,"Salesforce, Inc.",CRM,1108524,0001108524-25-000006,2025-03-05,2025-01-31,2025,AI-core,,,7372,Services-Prepackaged Software,37895000000,RevenueFromContractWithCustomerExcludingAssessedTax,102928000000,29,521,-0.1425,-0.3285,0.186,,21491,68,17,10426,0.48513,982,0.04569,3,0.0441,0.3478,0.7647,no,,agentforce|ai|artificial intelligence|automated|generative ai|large language models|machine learning,,0.921,1.028,0.9435,0.4601,2024,html_emphasis,68,21579,88,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000006/crm-20250131.htm
Salesforce,"Salesforce, Inc.",CRM,1108524,0001108524-26-000060,2026-03-02,2026-01-31,2026,AI-core,,,7372,Services-Prepackaged Software,41525000000,RevenueFromContractWithCustomerExcludingAssessedTax,112305000000,43,504,-0.223,-0.3267,0.1037,,20034,67,20,9989,0.4986,1527,0.07622,3,0.0448,0.3007,0.6567,no,,agentforce|ai|artificial intelligence|automated|generative ai|large language models,,0.12,1.213,0.9484,0.3299,2025,html_emphasis,67,20113,79,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm
ServiceNow,"ServiceNow, Inc.",NOW,1373715,0001373715-23-000035,2023-01-31,2022-12-31,2022,,AI Power Adopters,,7372,Services-Prepackaged Software,7245000000,RevenueFromContractWithCustomerExcludingAssessedTax,13299000000,5,348,0.1307,-0.3947,0.5254,,13266,77,3,1598,0.12046,194,0.01462,36,0.4675,0.5411,0.1818,no,,ai|artificial intelligence|automation|machine learning,,0.25,0.761,,,,html_emphasis,77,13330,64,https://www.sec.gov/Archives/edgar/data/1373715/000137371523000035/now-20221231.htm
ServiceNow,"ServiceNow, Inc.",NOW,1373715,0001373715-24-000030,2024-01-25,2023-12-31,2023,,AI Power Adopters,,7372,Services-Prepackaged Software,8971000000,RevenueFromContractWithCustomerExcludingAssessedTax,17387000000,5,387,-0.0831,-0.3683,0.2852,,13101,79,4,1890,0.14426,206,0.01572,36,0.4557,0.5475,0.2025,no,,ai|artificial intelligence|automation|machine learning,,0.0,0.824,0.926,0.2552,2022,html_emphasis,79,13174,73,https://www.sec.gov/Archives/edgar/data/1373715/000137371524000030/now-20231231.htm
ServiceNow,"ServiceNow, Inc.",NOW,1373715,0001373715-25-000010,2025-01-30,2024-12-31,2024,,AI Power Adopters,,7372,Services-Prepackaged Software,10984000000,RevenueFromContractWithCustomerExcludingAssessedTax,20383000000,20,401,-0.0514,-0.3351,0.2836,,13579,78,8,3372,0.24832,527,0.03881,7,0.0897,0.4824,0.5641,no,,ai|artificial intelligence|automation|machine learning,,0.148,0.81,0.9571,0.3709,2023,html_emphasis,78,13657,78,https://www.sec.gov/Archives/edgar/data/1373715/000137371525000010/now-20241231.htm
ServiceNow,"ServiceNow, Inc.",NOW,1373715,0001373715-26-000007,2026-01-29,2025-12-31,2025,,AI Power Adopters,,7372,Services-Prepackaged Software,13278000000,RevenueFromContractWithCustomerExcludingAssessedTax,26038000000,24,420,-0.1151,-0.3135,0.1983,,14495,79,9,4888,0.33722,651,0.04491,7,0.0886,0.488,0.557,no,,ai|automated|automation|machine learning,,0.164,1.235,0.9757,0.5715,2024,html_emphasis,79,14629,134,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0001564590-19-003165,2019-02-19,2018-12-31,2018,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,21461268000,RevenueFromContractWithCustomerExcludingAssessedTax,29739614000,6,914,0.2573,-0.0454,0.3028,,33165,96,6,5074,0.15299,191,0.00576,3,0.0312,0.1927,0.8438,no,,automated|automation,yes,5.065,3.73,,,,html_emphasis,96,33170,5,https://www.sec.gov/Archives/edgar/data/1318605/000156459019003165/tsla-10k_20181231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0001564590-20-004475,2020-02-13,2019-12-31,2019,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,24578000000,Revenues,34309000000,4,743,-0.178,-0.129,-0.049,LOW_SENTENCE_COUNT,27496,93,6,2921,0.10623,162,0.00589,3,0.0323,0.4283,0.8387,no,,automated|automation,yes,3.184,2.706,0.8299,0.1241,2018,html_emphasis,93,27504,8,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0001564590-21-004599,2021-02-08,2020-12-31,2020,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,31536000000,Revenues,52148000000,2,407,-0.9411,-0.2724,-0.6688,LOW_SENTENCE_COUNT,14068,65,2,931,0.06618,94,0.00668,4,0.0615,0.0846,0.0462,yes,,automation,yes,1.074,1.294,0.8046,0.0989,2019,html_emphasis,65,14076,8,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/tsla-10k_20201231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0000950170-22-000796,2022-02-07,2021-12-31,2021,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,53823000000,RevenueFromContractWithCustomerExcludingAssessedTax,62131000000,2,400,-0.9434,-0.3025,-0.6409,LOW_SENTENCE_COUNT,14405,56,2,1040,0.0722,97,0.00673,4,0.0714,0.0982,0.0536,yes,,artificial intelligence|automation,,0.769,0.784,0.9822,0.7266,2020,html_emphasis,56,14405,0,https://www.sec.gov/Archives/edgar/data/1318605/000095017022000796/tsla-20211231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0000950170-23-001409,2023-01-31,2022-12-31,2022,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,81462000000,RevenueFromContractWithCustomerExcludingAssessedTax,82338000000,3,378,-0.8519,-0.3161,-0.5359,LOW_SENTENCE_COUNT,13415,49,2,989,0.07372,137,0.01021,4,0.0816,0.0918,0.0204,yes,,artificial intelligence|automation,,0.809,0.656,0.9754,0.7688,2021,html_emphasis,49,13426,11,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0001628280-24-002390,2024-01-29,2023-12-31,2023,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,96773000000,RevenueFromContractWithCustomerExcludingAssessedTax,106618000000,3,375,-0.852,-0.2844,-0.5676,LOW_SENTENCE_COUNT,13553,50,2,925,0.06825,137,0.01011,3,0.06,0.07,0.02,yes,,artificial intelligence|automation,,0.324,0.502,0.9753,0.7442,2022,html_emphasis,50,13597,44,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0001628280-25-003063,2025-01-30,2024-12-31,2024,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,97690000000,RevenueFromContractWithCustomerExcludingAssessedTax,122070000000,5,372,-0.6695,-0.2892,-0.3803,,13583,51,4,1907,0.1404,214,0.01575,3,0.0588,0.3039,0.6667,no,,ai|artificial intelligence|automation,,0.052,0.53,0.8922,0.4509,2023,html_emphasis,51,13627,44,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm
Tesla,"Tesla, Inc.",TSLA,1318605,0001628280-26-003952,2026-01-29,2025-12-31,2025,,AI Infrastructure,Semiconductor/Hardware,3711,Motor Vehicles & Passenger Car Bodies,94827000000,RevenueFromContractWithCustomerExcludingAssessedTax,137806000000,9,387,-0.2659,-0.2816,0.0158,,14017,51,6,2383,0.17001,390,0.02782,3,0.0588,0.317,0.6471,no,,ai|artificial intelligence|automation|neural network,,0.042,0.428,0.9668,0.6523,2024,html_emphasis,51,14064,47,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm
UnitedHealth,UNITEDHEALTH GROUP INC,UNH,731766,0000731766-21-000013,2021-03-01,2020-12-31,2020,AI-peripheral,AI Power Adopters,,6324,Hospital & Medical Service Plans,257141000000,Revenues,197289000000,1,293,-0.1051,-0.3277,0.2225,LOW_SENTENCE_COUNT,10075,33,1,1155,0.11464,39,0.00387,19,0.5758,0.5758,0.0,yes,,automatic,yes,0.0,0.913,,,,html_emphasis,33,10122,47,https://www.sec.gov/Archives/edgar/data/731766/000073176621000013/unh-20201231.htm
UnitedHealth,UNITEDHEALTH GROUP INC,UNH,731766,0000731766-22-000008,2022-02-15,2021-12-31,2021,AI-peripheral,AI Power Adopters,,6324,Hospital & Medical Service Plans,287597000000,Revenues,212206000000,1,297,-0.1051,-0.3534,0.2483,LOW_SENTENCE_COUNT,10320,34,1,1176,0.11395,39,0.00378,20,0.5882,0.5882,0.0,yes,,automatic,yes,0.0,0.921,0.998,0.9452,2020,html_emphasis,34,10370,50,https://www.sec.gov/Archives/edgar/data/731766/000073176622000008/unh-20211231.htm
UnitedHealth,UNITEDHEALTH GROUP INC,UNH,731766,0000731766-23-000008,2023-02-24,2022-12-31,2022,AI-peripheral,AI Power Adopters,,6324,Hospital & Medical Service Plans,324162000000,Revenues,245705000000,1,283,-0.1051,-0.3422,0.2371,LOW_SENTENCE_COUNT,10077,37,2,1732,0.17188,39,0.00387,3,0.0811,0.2973,0.4324,no,,automate|automatic,yes,0.0,0.963,0.9375,0.6607,2021,html_emphasis,37,10124,47,https://www.sec.gov/Archives/edgar/data/731766/000073176623000008/unh-20221231.htm
UnitedHealth,UNITEDHEALTH GROUP INC,UNH,731766,0000731766-24-000081,2024-02-28,2023-12-31,2023,AI-peripheral,AI Power Adopters,,6324,Hospital & Medical Service Plans,371622000000,Revenues,273720000000,9,300,0.2169,-0.2959,0.5128,,11053,38,4,3159,0.2858,363,0.03284,3,0.0789,0.3092,0.4737,no,,ai|artificial intelligence|automate|automatic|automation|generative ai|machine learning,,0.0,0.896,0.9186,0.4057,2022,html_emphasis,38,11103,50,https://www.sec.gov/Archives/edgar/data/731766/000073176624000081/unh-20231231.htm
UnitedHealth,UNITEDHEALTH GROUP INC,UNH,731766,0000731766-25-000063,2025-02-27,2024-12-31,2024,AI-peripheral,AI Power Adopters,,6324,Hospital & Medical Service Plans,400278000000,Revenues,298278000000,8,295,0.3671,-0.299,0.6661,,10978,38,4,3174,0.28912,300,0.02733,3,0.0789,0.3092,0.4737,no,,ai|artificial intelligence|automate|automatic|automation|generative ai|machine learning,,0.032,0.911,0.996,0.8627,2023,html_emphasis,38,11028,50,https://www.sec.gov/Archives/edgar/data/731766/000073176625000063/unh-20241231.htm
UnitedHealth,UNITEDHEALTH GROUP INC,UNH,731766,0000731766-26-000062,2026-03-02,2025-12-31,2025,AI-peripheral,AI Power Adopters,,6324,Hospital & Medical Service Plans,447567000000,Revenues,309581000000,12,306,-0.0566,-0.2917,0.2351,,11131,41,5,3203,0.28775,372,0.03342,3,0.0732,0.278,0.4634,no,,ai|artificial intelligence|automate|automatic|automation|generative ai,,0.031,0.746,0.9957,0.7908,2024,html_emphasis,41,11184,53,https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm
Uber,"Uber Technologies, Inc",UBER,1543151,0001543151-21-000014,2021-03-01,2020-12-31,2020,,AI Power Adopters,,7389,"Services-Business Services, NEC",11139000000,Revenues,33252000000,7,982,-0.3479,-0.3314,-0.0165,,37524,124,4,2764,0.07366,239,0.00637,35,0.2823,0.5484,0.7177,no,,ai|artificial intelligence|automated|automatically|automation|machine learning,,3.69,1.53,,,,html_emphasis,124,37526,2,https://www.sec.gov/Archives/edgar/data/1543151/000154315121000014/uber-20201231.htm
Uber,"Uber Technologies, Inc",UBER,1543151,0001543151-22-000008,2022-02-24,2021-12-31,2021,,AI Power Adopters,,7389,"Services-Business Services, NEC",17455000000,Revenues,38774000000,6,949,-0.4119,-0.3377,-0.0742,,36146,104,3,2440,0.0675,194,0.00537,36,0.3462,0.4904,0.3365,no,,ai|artificial intelligence|automated|automation|machine learning,,1.025,0.894,0.9668,0.8228,2020,html_emphasis,104,36148,2,https://www.sec.gov/Archives/edgar/data/1543151/000154315122000008/uber-20211231.htm
Uber,"Uber Technologies, Inc",UBER,1543151,0001543151-23-000010,2023-02-21,2022-12-31,2022,,AI Power Adopters,,7389,"Services-Business Services, NEC",31877000000,Revenues,32109000000,6,926,-0.4119,-0.3332,-0.0787,,34933,99,3,2610,0.07471,194,0.00555,33,0.3333,0.4815,0.3636,no,,ai|artificial intelligence|automated|automation|machine learning,,1.264,0.784,0.9923,0.914,2021,html_emphasis,99,34935,2,https://www.sec.gov/Archives/edgar/data/1543151/000154315123000010/uber-20221231.htm
Uber,"Uber Technologies, Inc",UBER,1543151,0001543151-24-000012,2024-02-15,2023-12-31,2023,,AI Power Adopters,,7389,"Services-Business Services, NEC",37281000000,Revenues,38699000000,16,964,-0.2054,-0.3313,0.1259,,36744,105,6,4557,0.12402,558,0.01519,6,0.0571,0.4984,0.8286,no,,ai|artificial intelligence|automated|automation|machine learning,,0.856,0.724,0.9418,0.5451,2022,html_emphasis,105,36746,2,https://www.sec.gov/Archives/edgar/data/1543151/000154315124000012/uber-20231231.htm
Uber,"Uber Technologies, Inc",UBER,1543151,0001543151-25-000008,2025-02-14,2024-12-31,2024,,AI Power Adopters,,7389,"Services-Business Services, NEC",43978000000,Revenues,51244000000,16,957,-0.2483,-0.3309,0.0826,,36673,112,5,3918,0.10684,556,0.01516,6,0.0536,0.4964,0.7768,no,,ai|artificial intelligence|automated|automation|machine learning,,0.868,0.712,0.9677,0.7717,2023,html_emphasis,112,36675,2,https://www.sec.gov/Archives/edgar/data/1543151/000154315125000008/uber-20241231.htm
Uber,"Uber Technologies, Inc",UBER,1543151,0001543151-26-000015,2026-02-13,2025-12-31,2025,,AI Power Adopters,,7389,"Services-Business Services, NEC",52017000000,Revenues,61802000000,18,953,-0.257,-0.336,0.0791,,36768,115,8,4694,0.12767,640,0.01741,6,0.0522,0.4587,0.7739,no,,ai|artificial intelligence|automated|automation|machine learning,,0.81,0.672,0.9772,0.67,2024,html_emphasis,115,36770,2,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/uber-20251231.htm
Verizon,VERIZON COMMUNICATIONS INC,VZ,732712,0000732712-24-000010,2024-02-09,2023-12-31,2023,AI-peripheral,,,4813,Telephone Communications (No Radiotelephone),133974000000,Revenues,380255000000,2,199,0.0689,-0.2713,0.3403,LOW_SENTENCE_COUNT,6432,31,2,804,0.125,80,0.01244,3,0.0968,0.4355,0.6774,no,,artificial intelligence|automated|machine learning,,0.0,1.275,,,,html_emphasis,31,6461,29,https://www.sec.gov/Archives/edgar/data/732712/000073271224000010/vz-20231231.htm
